streamDictionary.streamName,streamDictionary.streamSrc,latitude,longitude
I-44 & S 129th E N,https://stream.oktraffic.org/delay-stream/e0f9d8294c55bf07.stream/playlist.m3u8,36.158389,-95.832829
I-44 & S 129th E S,https://stream.oktraffic.org/delay-stream/f655aac0e2fa7217.stream/playlist.m3u8,36.158389,-95.832829
I-44 & S 129th E NE,https://stream.oktraffic.org/delay-stream/733df0ba836522de.stream/playlist.m3u8,36.158389,-95.832829
I-244 & Garnett,https://stream.oktraffic.org/delay-stream/c0e202eff3573079.stream/playlist.m3u8,36.16646877,-95.85071459
I-244 & Garnett NB,https://stream.oktraffic.org/delay-stream/db25fc8a79cc13a6.stream/playlist.m3u8,36.16646877,-95.85071459
I-244 & Garnett SB,https://stream.oktraffic.org/delay-stream/4065c34d01db7af9.stream/playlist.m3u8,36.16646877,-95.85071459
I-244 & Garnett EB,https://stream.oktraffic.org/delay-stream/cb9a992ccb278fa8.stream/playlist.m3u8,36.16646877,-95.85071459
I-244 & Garnett WB,https://stream.oktraffic.org/delay-stream/03a6e377dfa6997e.stream/playlist.m3u8,36.16646877,-95.85071459
I-244 & Memorial NB,https://stream.oktraffic.org/delay-stream/d87a9d3a35665d59.stream/playlist.m3u8,36.16223811,-95.88692307
I-244 & Memorial SB,https://stream.oktraffic.org/delay-stream/e53440489a7c171d.stream/playlist.m3u8,36.16223811,-95.88692307
I-244 & Memorial WB,https://stream.oktraffic.org/delay-stream/587a8957f799c96f.stream/playlist.m3u8,36.16223811,-95.88692307
I-244 & Memorial,https://stream.oktraffic.org/delay-stream/7689cebb6dee72a9.stream/playlist.m3u8,36.16223811,-95.88692307
I-244 & N 129th E NB,https://stream.oktraffic.org/delay-stream/9338dda86a63f663.stream/playlist.m3u8,36.16575985,-95.83312064
I-244 & N 129th E EB,https://stream.oktraffic.org/delay-stream/c601afd1cddc4c16.stream/playlist.m3u8,36.16575985,-95.83312064
I-244 & N 129th E WB,https://stream.oktraffic.org/delay-stream/3803c96a446e4e7f.stream/playlist.m3u8,36.16575985,-95.83312064
I-244 & N 129th E,https://stream.oktraffic.org/delay-stream/cb02f2e078e218c0.stream/playlist.m3u8,36.16575985,-95.83312064
I-244 & US-412 N,https://stream.oktraffic.org/delay-stream/40b50fd9f7d1a373.stream/playlist.m3u8,36.15944045,-96.00216933
I-244 & US-412 S,https://stream.oktraffic.org/delay-stream/1a7396be6ae7173a.stream/playlist.m3u8,36.15944045,-96.00216933
I-244 & US-412 E,https://stream.oktraffic.org/delay-stream/8dff2ff66d8055d6.stream/playlist.m3u8,36.15944045,-96.00216933
I-244 & US-412 W,https://stream.oktraffic.org/delay-stream/049e655b8a2e27be.stream/playlist.m3u8,36.15944045,-96.00216933
I-244 & US-412,https://stream.oktraffic.org/delay-stream/eb9f324bc6d13200.stream/playlist.m3u8,36.15944045,-96.00216933
I-244 & US-75 S N,https://stream.oktraffic.org/delay-stream/117c0c4a37130893.stream/playlist.m3u8,36.158675,-95.979539
I-244 & US-75 S S,https://stream.oktraffic.org/delay-stream/4b878b1c8ad771e4.stream/playlist.m3u8,36.158675,-95.979539
I-244 & US-75 S E,https://stream.oktraffic.org/delay-stream/e02119c9f8b40e02.stream/playlist.m3u8,36.158675,-95.979539
I-244 & US-75 S W,https://stream.oktraffic.org/delay-stream/77bbb2dcf4589eaa.stream/playlist.m3u8,36.158675,-95.979539
I-244 & US-75 S,https://stream.oktraffic.org/delay-stream/0b9a97bc763ace6f.stream/playlist.m3u8,36.158675,-95.979539
I-244 & US-75 N S,https://stream.oktraffic.org/delay-stream/7d30b10f23dbf756.stream/playlist.m3u8,36.160796,-95.980449
I-244 & US-75 N E,https://stream.oktraffic.org/delay-stream/0d117937131a92e9.stream/playlist.m3u8,36.160796,-95.980449
I-244 & US-75 N W,https://stream.oktraffic.org/delay-stream/bf07e55f7e6a6db3.stream/playlist.m3u8,36.160796,-95.980449
I-244 & US-75 N,https://stream.oktraffic.org/delay-stream/ada31d69abf13975.stream/playlist.m3u8,36.160796,-95.980449
I-244 & US-75 N,https://stream.oktraffic.org/delay-stream/ada31d69abf13975.stream/playlist.m3u8,36.160796,-95.980449
US-75 & Denver N,https://stream.oktraffic.org/delay-stream/f11979e8d01bdd70.stream/playlist.m3u8,36.14456271,-95.99211529
US-75 & Denver S,https://stream.oktraffic.org/delay-stream/a3d21afc79e04308.stream/playlist.m3u8,36.14456271,-95.99211529
US-75 & Denver E,https://stream.oktraffic.org/delay-stream/0227f898af573b20.stream/playlist.m3u8,36.14456271,-95.99211529
US-75 & Denver W,https://stream.oktraffic.org/delay-stream/c1b8b65ce417e946.stream/playlist.m3u8,36.14456271,-95.99211529
US-75 & Denver,https://stream.oktraffic.org/delay-stream/95d871e1016a0c2e.stream/playlist.m3u8,36.14456271,-95.99211529
US-412 & Creek NB,https://stream.oktraffic.org/delay-stream/8f6e628599d9a214.stream/playlist.m3u8,36.16255354,-95.73171705
US-412 & Creek SB,https://stream.oktraffic.org/delay-stream/d4375c44fcf48805.stream/playlist.m3u8,36.16255354,-95.73171705
US-412 & Creek WB,https://stream.oktraffic.org/delay-stream/526320484979a5c1.stream/playlist.m3u8,36.16255354,-95.73171705
US-412 & Creek,https://stream.oktraffic.org/delay-stream/29ac0ddb95d43b51.stream/playlist.m3u8,36.16255354,-95.73171705
I-235 & Sheridan N,https://stream.oktraffic.org/delay-stream/ddb1c1b552a69e00.stream/playlist.m3u8,35.466328,-97.499822
I-235 & Sheridan,https://stream.oktraffic.org/delay-stream/3e77fe4728ffde83.stream/playlist.m3u8,35.466328,-97.499822
I-235 & 6th N,https://stream.oktraffic.org/delay-stream/18b31497accbc320.stream/playlist.m3u8,35.473678,-97.507961
I-235 & 6th SE,https://stream.oktraffic.org/delay-stream/29fb2de5e7c1ad66.stream/playlist.m3u8,35.473678,-97.507961
I-235 & 6th W,https://stream.oktraffic.org/delay-stream/f3fba9a71a7a8ba8.stream/playlist.m3u8,35.473678,-97.507961
I-35 & SH-51 S,https://stream.oktraffic.org/delay-stream/cf463c4db823520c.stream/playlist.m3u8,36.11611481,-97.34512724
I-35 & Chikaskia River NB,https://stream.oktraffic.org/delay-stream/4c1719d6cead9009.stream/playlist.m3u8,36.90651602,-97.35317387
US-62 & 52nd,https://stream.oktraffic.org/hls/1b607403a290d41c.stream/playlist.m3u8,34.638166,-98.456842
US-62 & 52nd,https://stream.oktraffic.org/hls/020d7dab642ba617.stream/playlist.m3u8,34.638166,-98.456842
US-62 & Ft Sill N,https://stream.oktraffic.org/hls/e314153923882a76.stream/playlist.m3u8,34.6386,-98.405091
US-62 & Ft Sill E,https://stream.oktraffic.org/hls/85c8bd12d4b3f44e.stream/playlist.m3u8,34.6386,-98.405091
US-62 & Sheridan N,https://stream.oktraffic.org/hls/b9cbbb40078811c8.stream/playlist.m3u8,34.637933,-98.421649
US-62 & Sheridan E,https://stream.oktraffic.org/hls/d5b8939f00f9c727.stream/playlist.m3u8,34.637933,-98.421649
US-62 & Sheridan W,https://stream.oktraffic.org/hls/6b94372e416dad4c.stream/playlist.m3u8,34.637933,-98.421649
I-44 & Sheridan (Key Gate) N,https://stream.oktraffic.org/hls/11cefc53617ccfe3.stream/playlist.m3u8,34.660625,-98.38234
I-44 & Sheridan (Key Gate) E,https://stream.oktraffic.org/hls/2e6a650efbdb336d.stream/playlist.m3u8,34.660625,-98.38234
I-44 & Sheridan (Key Gate) W,https://stream.oktraffic.org/hls/5a3f05cf4906d840.stream/playlist.m3u8,34.660625,-98.38234
US-169 & N 46th S,https://stream.oktraffic.org/delay-stream/f6999ee027c70405.stream/playlist.m3u8,36.22023407,-95.85207809
US-169 & N 46th E,https://stream.oktraffic.org/delay-stream/04c0e514c05a610c.stream/playlist.m3u8,36.22023407,-95.85207809
US-169 & N 46th W,https://stream.oktraffic.org/delay-stream/1df1bbf36b5e22be.stream/playlist.m3u8,36.22023407,-95.85207809
US-169 & E 36th St N,https://stream.oktraffic.org/delay-stream/4ab69d9305457a4a.stream/playlist.m3u8,36.20578987,-95.85200701
US-169 & E 36th St N,https://stream.oktraffic.org/delay-stream/4eb17e18d41c7c1f.stream/playlist.m3u8,36.20578987,-95.85200701
US-169 & E 36th St S,https://stream.oktraffic.org/delay-stream/d3df9af5032b1cff.stream/playlist.m3u8,36.20578987,-95.85200701
US-169 & E 36th St E,https://stream.oktraffic.org/delay-stream/c0fd68f6d53c4cdd.stream/playlist.m3u8,36.20578987,-95.85200701
US-169 & E 36th St W,https://stream.oktraffic.org/delay-stream/2509fd2b1b1edfb4.stream/playlist.m3u8,36.20578987,-95.85200701
SH-51 & Elm SB,https://stream.oktraffic.org/delay-stream/26e3bd805b518b89.stream/playlist.m3u8,36.07067354,-95.79721562
SH-51 & Elm EB,https://stream.oktraffic.org/delay-stream/8437562581e97381.stream/playlist.m3u8,36.07067354,-95.79721562
I-40 & Byers E,https://stream.oktraffic.org/delay-stream/cbbc6fec23c1987f.stream/playlist.m3u8,35.461478,-97.501475
I-40 & Byers S,https://stream.oktraffic.org/delay-stream/0698286fb8305424.stream/playlist.m3u8,35.461478,-97.501475
Apache Gate N,https://stream.oktraffic.org/hls/83f4bd8c039f1cb1.stream/playlist.m3u8,34.710184,-98.405195
Kilpatrick Tpk & Eastern EB,https://stream.oktraffic.org/delay-stream/3aba1b80763d5548.stream/playlist.m3u8,35.601159,-97.46968
Kilpatrick Tpk & Eastern WB,https://stream.oktraffic.org/delay-stream/877d213c99a547cb.stream/playlist.m3u8,35.601159,-97.46968
I-35 & S 25th NB DMS Cam,https://stream.oktraffic.org/delay-stream/4ffe969723d04ace.stream/playlist.m3u8,35.62976773,-97.42464522
I-35 SB & S 25th SB DMS Cam,https://stream.oktraffic.org/delay-stream/36a80ec3f6c87cf5.stream/playlist.m3u8,35.63085571,-97.4246386
I-44 & S 96th EB,https://stream.oktraffic.org/delay-stream/c343c94d7ca08f8c.stream/playlist.m3u8,35.37111421,-97.57730381
I-44 & S 96th WB,https://stream.oktraffic.org/delay-stream/d61fafed02674433.stream/playlist.m3u8,35.37111421,-97.57730381
Turner Tpk & OKC EB,https://stream.oktraffic.org/delay-stream/cda162802abf7e25.stream/playlist.m3u8,35.60343357,-97.40374545
TurnerTpk & OKC WB,https://stream.oktraffic.org/delay-stream/95b3c9d2fce97e56.stream/playlist.m3u8,35.60343357,-97.40374545
I-35 & Kay POE SB,https://stream.oktraffic.org/delay-stream/303786ed2f94db24.stream/playlist.m3u8,36.98480862,-97.34557906
I-35 & Kay POE NB,https://stream.oktraffic.org/delay-stream/25900d349bf161de.stream/playlist.m3u8,36.98480862,-97.34557906
